Property Name,Property Type,Property Tag,Title,Complex Name,Address,Latitude,Longitude,Pincode,Super Area (sqft),Area per Square (Rs/Sqft),Price (lakh),Owner Type,Owner Name,Age of Construction,Floor,Facing,District,State
,Residential,Sale,"1800 Sq-ft 3 BHK Flat for Sale in , Pamposh Enclave, New Delhi","Pamposh Enclave, Greater Kailash","Pamposh Enclave, New Delhi - South, Delhi NCR
",28.5456592,77.2452917,110048,1800,"15,278",275,Owner,Virender Singh,10 to 15 years,"2 (Out of 3 Floors)
",,South East Delhi,Delhi
,Residential,Sale,2 BHKFlat,dda janta flats d block Kalkaji,"d-54, kalkaji janta flats, nwar namkeen corner and bakery, New Delhi, Delhi NCR
",28.531144,77.256664,110019,,810000,45,Owner,Jayati dureja,5 to 10 years,"1 (Out of 2 Floors)
",,South East Delhi,Delhi
,Residential,Sale,"2250 Sq-ft 3 BHK Flat for Sale in , Inderpuri, New Delhi",Inderpuri,"C Block, Inderpuri, New Delhi - West, Delhi NCR
",28.6299237,77.1467215,110012,2250,"8,889",200,Owner,Kapil Bhatia,10 to 15 years,"Ground (Out of 3 Floors)
",,New Delhi,Delhi
,Residential,Sale,"350 Sq-ft 1 BHK Flat for Sale in , Rohini Sector 22, New Delhi",Rohini Sector 22,"442, pocket 4, Sector 22 Rohini, New Delhi - Rohini, Delhi NCR
",28.717834,77.061615,110086,350,"5,286",18.5,Owner,Mukesh,Less than 5 years,"2 (Out of 3 Floors)
",,North West Delhi,Delhi
,Residential,Sale,2 BHKFlat,New lahore shastri nagar delhi-110031,"New Delhi, Delhi NCR
",28.6139391,77.2090212,110011,48,"3,472",15,Owner,Akash Yadav,,"2 (Out of 4 Floors)
",,New Delhi,Delhi
,Residential,Sale,"4 BHK Flat for sale in Dwarka Sector 24, New Delhi","DDA Flats Sector-22,Dwarka Sector 24","Sector 24 Dwarka Delhi, Sector 24 Dwarka, New Delhi - Dwarka, Delhi NCR
",28.5572354,77.0362966999999,110075,480,"4,400",21.1,Owner,Raghvendra Tiwari,Under Construction,"Ground (Out of 14 Floors)
",North - West,South West Delhi,Delhi
,Residential,Sale,2 BHKFlat,bank colony,"New Delhi, Delhi NCR
",28.6139391,77.2090212,110011,70,"22,857",16,Owner,Aman,5 to 10 years,"1 (Out of 4 Floors)
",,New Delhi,Delhi
,Residential,Sale,"2 BHK Flat for sale in Vasant Kunj, New Delhi","DDA Flats Sector E Pocket 1,Vasant Kunj","Vasant Kunj, New Delhi - South, Delhi NCR
",28.5293121,77.1484442,110070,1150,"10,000",114.999999999999,Owner,Saurabh Katiyar,,"6 (Out of 7 Floors)
",,New Delhi,Delhi
,Residential,Sale,"2 BHK Flat for sale in Dwarka Sector 22, New Delhi","Beverly Park Apartments,Dwarka Sector 22","Sector 22 Dwarka, New Delhi - Dwarka, Delhi NCR
",28.5607215,77.0597174999999,110077,1200,"12,083",145,Owner,Ranjeet,,"2 (Out of 7 Floors)
",,South West Delhi,Delhi
,Residential,Sale,"2 BHK Flat for sale in Pitampura, New Delhi","Shubh Enclave,Pitampura","Parwana road, Pitampura, New Delhi, Pitampura, New Delhi - North, Delhi NCR
",28.6928509,77.1200011999999,110034,,,80,Owner,Sant Lal,Above 20 years,"Ground (Out of 2 Floors)
",North - West,North West Delhi,Delhi
,Residential,Sale,"1 BHK Flat for sale in Bakkarwala, New Delhi","DDA LIG Pocket D,Bakkarwala","Bakkarwala, New Delhi - West, Delhi NCR
",28.6665007,77.0163714999999,110041,460,"4,783",22,Owner,Shivani,,"3 (Out of 4 Floors)
",,West Delhi,Delhi
,Residential,Sale,"2 BHK Flat for sale in Vikaspuri, New Delhi","Priya Apartment,Vikaspuri","Vikaspuri, New Delhi - West, Delhi NCR
",28.6386438,77.0720599999999,110018,950,"8,947",85,Owner,Asmit yadav Asmit yadav,Above 20 years,"3 (Out of 3 Floors)
",,West Delhi,Delhi
,Residential,Sale,"1 BHK Flat for sale in Dwarka Sector 14, New Delhi","DDA Shaheed Bhagat Singh Apartment,Dwarka Sector 14","Dwarka Sector 14, New Delhi, Sector 14 Dwarka, New Delhi - Dwarka, Delhi NCR
",28.6038371,77.0290995,110001,500,"9,600",48,Owner,Vijai Yadav,5 to 10 years,"1 (Out of 3 Floors)
",,South West Delhi,Delhi
,Residential,Sale,"2 BHK Flat for sale in Dwarka Sector 3, New Delhi","Sansad Vihar Apartment,Dwarka Sector 3","Sector 3 Dwarka, New Delhi - Dwarka, Delhi NCR
",28.6078176,77.0406146999999,110078,1300,"11,538",150,Owner,Mukesh,,"3 (Out of 8 Floors)
",,South West Delhi,Delhi
,Residential,Sale,"3 BHK Flat for sale in Rohini Sector 9, New Delhi","Kadambari Apartments,Rohini Sector 9","173, Sector 9 Rohini, New Delhi - Rohini, Delhi NCR
",28.71171,77.1203039999999,110085,1600,"12,000",192,Owner,SANDEEP KUMAR,5 to 10 years,"2 (Out of 3 Floors)
",,North West Delhi,Delhi
,Residential,Sale,"2 BHK Flat for sale in RWA MANGLAPURI DWARKA PHASE 1, New Delhi","DDA Residents Welfare Association,Dwarka Sector 1","sec-1, Dwarka., Sector 1 Dwarka, New Delhi - Dwarka, Delhi NCR
",28.5977383,77.075619,110045,50,"11,556",52,Owner,ANNU SHARMA,,"Ground (Out of 4 Floors)
",,South West Delhi,Delhi
,Residential,Sale,"2 BHK Flat for sale in Rajouri Garden, New Delhi","DDA Red MIG Flats,Rajouri Garden","Rajouri Garden, New Delhi - West, Delhi NCR
",28.6417002,77.1224529,110027,131,"1,06,870",140,Owner,Gaurav,Above 20 years,"1 (Out of 3 Floors)
",,West Delhi,Delhi
,Residential,Sale,"3 BHK Flat for sale in Mayur Vihar 1, New Delhi","Sahyog Apartment,Mayur Vihar 1","Mayur Vihar 1, New Delhi - East, Delhi NCR
",28.6083697,77.2931119999999,110091,1350,"13,333",180,Owner,G S Kapila,,"Ground (Out of 4 Floors)
",,East Delhi,Delhi
,Residential,Sale,"3 BHK Flat for sale in Mayur Vihar 1, New Delhi","DDA Flats Pocket 4,Mayur Vihar 1","DDA Flats Pocket -4 Mayur Vihar Phase -1 Delhi -110091, Mayur Vihar 1, New Delhi - East, Delhi NCR
",28.6114722,77.2970899,110091,1100,"13,181",145,Owner,SKSanyal,5 to 10 years,"2 (Out of 4 Floors)
",West,East Delhi,Delhi
,Residential,Sale,"900 Sq-ft 2 BHK Flat for Sale in , Fateh Nagar, New Delhi","Fateh Nagar, Janakpuri","K 17A Ground Floor, Fateh Nagar, New Delhi - West, Delhi NCR
",28.6303737,77.1005699999999,110018,900,"6,667",60,Owner,inderjeet singh,10 to 15 years,"Ground (Out of 4 Floors)
",,West Delhi,Delhi
,Residential,Sale,"49 Sq-yrd 1 BHK Flat for Sale in , Savitri Nagar Village, New Delhi","Savitri Nagar Village, Sheikh Sarai","101/102., Savitri Nagar Village, New Delhi - South, Delhi NCR
",28.5393035,77.2193187,110017,49,"6,236",27.5,Owner,Chandra Shekhar soni,Above 20 years,"1 (Out of 4 Floors)
",,South Delhi,Delhi
,Residential,Sale,"1 BHK Flat for sale in Chhattarpur, New Delhi","Dr Ambedkar Colony,Chhattarpur","Ambedkar Colony, Chattarpur New Delhi 110074, Chhattarpur, New Delhi - South, Delhi NCR
",28.5037909,77.1815867,110030,570,"2,807",16,Owner,kunal virat,New Construction,"1 (Out of 3 Floors)
",,South Delhi,Delhi
,Residential,Sale,"65 Sq-ft 2 BHK Flat for Sale in , Vishwas Nagar, New Delhi","Vishwas Nagar, Shahdara","Vishwas Nagar, New Delhi - North, Delhi NCR
",28.6613249,77.2961270999999,110032,65,"38,462",25,Owner,Lata Arora,5 to 10 years,"2 (Out of 3 Floors)
",,Shahdara,Delhi
,Residential,Sale,"110 Sq-ft 3 BHK Flat for Sale in , Sant Garh, New Delhi","Sant Garh, Tilak Nagar","New Delhi, Sant Garh, New Delhi - West, Delhi NCR
",28.6488764,77.087384,110018,110,"27,273",30,Owner,Dinesh kumar,10 to 15 years,"Ground (Out of 4 Floors)
",,West Delhi,Delhi
,Residential,Sale,"2 BHK Flat for sale in Vikaspuri, New Delhi","Arunodaya Apartment,Vikaspuri","Vikaspuri, New Delhi - West, Delhi NCR
",28.6386438,77.0720599999999,110018,800,"11,625",93,Owner,Anamika,15 to 20 years,"Ground (Out of 4 Floors)
",North - East,West Delhi,Delhi
,Residential,Sale,"630 Sq-ft 3 BHK Flat for Sale in , Shahdara, New Delhi",Shahdara,"old tezab mill, near bhola nath nagar, Shahdara, New Delhi - North East, Delhi NCR
",28.672029,77.288777,110032,630,"3,968",25,Owner,Preeti Sharma,Less than 5 years,"3 (Out of 3 Floors)
",,Shahdara,Delhi
,Residential,Sale,"1700 Sq-ft 3 BHK Flat for Sale in , Shakti Nagar, New Delhi",Shakti Nagar,"c-70 shakti nagar extension Delhi 52, Shakti Nagar, New Delhi - North, Delhi NCR
",28.6827741999999,77.1866183,110052,1700,"14,412",245,Owner,Tarun,5 to 10 years,"4 (Out of 4 Floors)
",,Central Delhi,Delhi
,Residential,Sale,"42 Sq-yrd 1 BHK Flat for Sale in , Rohini Sector 29, New Delhi",Rohini Sector 29,"creative Hights Apartment, Sector 29 Rohini, New Delhi - Rohini, Delhi NCR
",28.7646707,77.0924196,110039,,535716,25,Owner,Ram Sajivan,5 to 10 years,"Ground (Out of 2 Floors)
",,North Delhi,Delhi
,Residential,Sale,"110 Sq-yrd 2 BHK Flat for Sale in , Janakpuri, New Delhi",Janakpuri,"D1c 50 d., Janakpuri, New Delhi - West, Delhi NCR
",28.6114829,77.1085119,110058,110,"98,181",108,Owner,Shikhar Gupta,10 to 15 years,"3 (Out of 3 Floors)
",,West Delhi,Delhi
,Residential,Sale,"1 BHK Flat for sale in Vikaspuri, New Delhi","RPS Flat,Vikaspuri","57, GF RPS flats E-BLOCK VikasPuri near Charak Sadan Apartments 110018, Vikaspuri, New Delhi - West, Delhi NCR
",28.6476652,77.1089212,110027,430,"8,140",35,Owner,Nitin Suppal,Less than 5 years,"Ground (Out of 3 Floors)
",North - East,West Delhi,Delhi
,Residential,Sale,"1000 Sq-ft 3 BHK Flat for Sale in , IGNOU Road, New Delhi","IGNOU Road, Saket","ignou road chowk, south delhi new Delhi 110068, IGNOU Road, New Delhi - South, Delhi NCR
",28.5065911,77.1993629999999,110068,1000,"3,800",38,Owner,nalin singh,New Construction,"1 (Out of 4 Floors)
",,South Delhi,Delhi
,Residential,Sale,"85 Sq-yrd 2 BHK Flat for Sale in , Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi - South, Delhi NCR
",28.5448686,77.1281345,110037,85,"36,471",31,Owner,kamal,Less than 5 years,"1 (Out of 4 Floors)
",,New Delhi,Delhi
,Residential,Sale,"3 BHK Flat for sale in Vikaspuri, New Delhi","Arunodaya Apartment,Vikaspuri","Vikaspuri, New Delhi - West, Delhi NCR
",28.6386438,77.0720599999999,110018,1200,"9,167",110,Owner,Amitabh Reu,,"3 (Out of 3 Floors)
",,West Delhi,Delhi
,Residential,Sale,"80 Sq-yrd 2 BHK Flat for Sale in , Sriniwaspuri Extension, New Delhi","Sriniwaspuri Extension, Sri Niwaspuri","Sriniwaspuri Extension, New Delhi - South, Delhi NCR
",28.5625605,77.2602713,110065,80,"8,056",58,Owner,Jatin Sharma,Less than 5 years,"Ground (Out of 4 Floors)
",,South East Delhi,Delhi
,Residential,Sale,"2000 Sq-ft 4 BHK Flat for Sale in , Vasant Kunj, New Delhi",Vasant Kunj,"Vasant Kunj, New Delhi - South, Delhi NCR
",28.5293121,77.1484442,110070,2000,"21,250",425,Owner,Alaka,,"Ground (Out of 3 Floors)
",,New Delhi,Delhi
,Residential,Sale,"900 Sq-ft 3 BHK Flat for Sale in , Mahavir Enclave Part 1, New Delhi",Mahavir Enclave Part 1,"G 1/20 upper ground floor near kali bari mandir mahavir enclave, Mahavir Enclave Part 1, New Delhi - Dwarka, Delhi NCR
",28.5980396,77.0786257,110045,,"6,111",55,Owner,neelam singh,5 to 10 years,"1 (Out of 4 Floors)
",,South West Delhi,Delhi
,Residential,Sale,"70 Sq-m 2 BHK Flat for Sale in , New Ranjit Nagar, New Delhi",New Ranjit Nagar,"New Ranjit Nagar, New Delhi - West, Delhi NCR
",28.6487453,77.1567848,110008,70,"6,636",50,Owner,Sonu Kataria,Above 20 years,"2 (Out of 3 Floors)
",,West Delhi,Delhi
,Residential,Sale,"4 BHK Flat for sale in Pitampura, New Delhi","Ek Jot Apartment,Pitampura","Pitampura, New Delhi., Pitampura, New Delhi - North, Delhi NCR
",28.6989703,77.1387225,110034,2100,"5,714",120,Owner,Ankur NA,15 to 20 years,"Ground (Out of 4 Floors)
",,North West Delhi,Delhi
,Residential,Sale,"480 Sq-ft 1 BHK Flat for Sale in , Mahavir Enclave Part 1, New Delhi",Mahavir Enclave Part 1,"Mahavir Enclave Part 1, New Delhi - Dwarka, Delhi NCR
",28.599966,77.0780316,110045,480,"4,167",20,Owner,Prateek Gupta,Less than 5 years,"1 (Out of 4 Floors)
",,South West Delhi,Delhi
,Residential,Sale,"1 BHK Flat for sale in Lok Nayak Puram, New Delhi","DDA LIG Pocket B1,Lok Nayak Puram, Bakkarwala","9., Lok Nayak Puram, New Delhi - West, Delhi NCR
",28.6576217999999,77.0075054999999,110043,473,"6,131",29,Owner,Sunil Sharma,Less than 5 years,"2 (Out of 5 Floors)
",,West Delhi,Delhi
,Residential,Sale,"3 BHK Flat for sale in Uttam Nagar East, New Delhi","Uttam Nagar Floors,Uttam Nagar East, Uttam Nagar","Uttam Nagar East, New Delhi - West, Delhi NCR
",28.6312101,77.0472714999999,110066,75,"46,667",35,Owner,Khushi,,"1 (Out of 1 Floors)
",East,West Delhi,Delhi
,Residential,Sale,"680 Sq-ft 2 BHK Flat for Sale in , Malviya Nagar, New Delhi",Malviya Nagar,"near krishna mandir, Malviya Nagar, New Delhi - South, Delhi NCR
",28.5333826,77.2149970999999,110017,680,"4,853",33,Owner,Divya Makkar,Less than 5 years,"3 (Out of 4 Floors)
",,South Delhi,Delhi
,Residential,Sale,"2 BHK Flat for sale in Kalkaji Extention, New Delhi","Kohinoor Apartment,Kalkaji Extention","Kalkaji Main Rd, Pocket A-10, Kalkaji Extension, Block A 11, Kalkaji Extension, Govindpuri, New Delhi, Kalkaji Extention, New Delhi - South, Delhi NCR
",28.5302047,77.2619277,110019,1200,"10,000",120,Owner,Avishek,10 to 15 years,"1 (Out of 2 Floors)
",,South East Delhi,Delhi
,Residential,Sale,"78 Sq-m 2 BHK Flat for Sale in , Ashram, New Delhi",Ashram,"H.no.136 4th floor, hari nagar ashram.New Delhi-110014, Ashram, New Delhi - South, Delhi NCR
",28.5736253,77.2559612,110014,78,"4,526",38,Owner,Naveen Kumar,5 to 10 years,"4 (Out of 4 Floors)
",,South East Delhi,Delhi
,Residential,Sale,"2 BHK Flat for sale in Dwarka Sector 13, New Delhi","DDA Rosewood Apartments,Dwarka Sector 13","155 Rosewood apartment sector 13 A Dwarka New Delhi 110078, Sector 13 Dwarka, New Delhi - Dwarka, Delhi NCR
",28.598662,77.0348573,110075,900,"12,778",114.999999999999,Owner,Mahesh bhardwaj,10 to 15 years,"2 (Out of 3 Floors)
",East,South West Delhi,Delhi
,Residential,Sale,"3 BHK Flat for sale in Dwarka Sector 23, New Delhi","New Kanchanjunga Apartments,Dwarka Sector 23","A06, New Kanchanjunga Apartments, Plot No1, Sector 23, Dwarka Sector 23, New Delhi, Sector 23 Dwarka, New Delhi - Dwarka, Delhi NCR
",28.5595666,77.0546322999999,110077,1400,"10,714",150,Owner,Shayam Sunder Kaushik,10 to 15 years,"Ground (Out of 7 Floors)
",,South West Delhi,Delhi
,Residential,Sale,"100 Sq-yrd 3 BHK Flat for Sale in , Fateh Nagar, New Delhi","Fateh Nagar, Janakpuri","Fateh Nagar, New Delhi - West, Delhi NCR
",28.6303737,77.1005699999999,110018,100,"10,000",90,Owner,Avtar Singh,5 to 10 years,"3 (Out of 4 Floors)
",,West Delhi,Delhi
,Residential,Sale,"3 BHK Flat for sale in Rana Pratap Bagh, New Delhi","Bijli Apartments,Rana Pratap Bagh, Ashok Vihar North","Rana Pratap Bagh., Rana Pratap Bagh, New Delhi - North, Delhi NCR
",28.6867499,77.1909512999999,110007,1620,"15,432",250,Owner,Sangeeta Jain,Above 20 years,"2 (Out of 4 Floors)
",North - West,Central Delhi,Delhi
,Residential,Sale,"65 Sq-yrd 2 BHK Flat for Sale in , Shahdara, New Delhi",Shahdara,"E 357 mandir marg gali chhajjupur, Shahdara, New Delhi - North East, Delhi NCR
",28.7088011,77.2759775,110094,65,"41,539",27,Owner,Ravinder Sharma,Less than 5 years,"2 (Out of 4 Floors)
",,North East Delhi,Delhi
,Residential,Sale,"680 Sq-ft 2 BHK Flat for Sale in , Mohan Garden, New Delhi","Mohan Garden, Razapur Khurd","Mohan Garden, New Delhi - West, Delhi NCR
",28.6225691,77.0560866,110066,680,"4,044",27.5,Owner,Shivam Bansal,5 to 10 years,"1 (Out of 3 Floors)
",,West Delhi,Delhi
,Residential,Sale,"1700 Sq-ft 2 BHK Flat for Sale in , Mayur Vihar 2, New Delhi",Mayur Vihar 2,"Mayur Vihar 2, New Delhi - East, Delhi NCR
",28.6169634,77.3008505999999,110091,1700,"7,353",125,Owner,Shaunak Bhardwaj,5 to 10 years,"1 (Out of 3 Floors)
",,East Delhi,Delhi
,Residential,Sale,"950 Sq-ft 3 BHK Flat for Sale in , Pandav Nagar, New Delhi",Pandav Nagar,"Pandav Nagar, New Delhi - East, Delhi NCR
",28.6147804,77.2776578999999,110092,950,"5,789",55,Owner,Prateek Agarwal,,"1 (Out of 4 Floors)
",,East Delhi,Delhi
,Residential,Sale,"3 BHK Flat for sale in Krishna Nagar, New Delhi","RWA Jitar Nagar Block C,Krishna Nagar","c 40 top floor, Krishna Nagar, New Delhi - East, Delhi NCR
",28.6509821,77.286333,110051,1550,"7,097",110,Owner,Charu Gupta,10 to 15 years,"4 (Out of 4 Floors)
",North - East,East Delhi,Delhi
,Residential,Sale,"3 BHK Flat for sale in Vasundhara Enclave, New Delhi","Pawittra Apartment,Vasundhara Enclave","Vasundhara Enclave, New Delhi - East, Delhi NCR
",28.6001813,77.3165886,110096,1560,"10,577",165,Owner,Shubham Associates,15 to 20 years,"3 (Out of 8 Floors)
",North - East,Gautam Buddh Nagar,Delhi
,Residential,Sale,"1 BHK Flat for sale in Mayur Vihar 1, New Delhi","DDA Flats Pocket 5,Mayur Vihar 1","sanjay lakeview DDA Flats Top floor with roof rights of construction 2 rooms., Mayur Vihar 1, New Delhi - East, Delhi NCR
",28.6066752,77.2938096,110091,535,"14,579",78,Owner,Abhishek Gola,10 to 15 years,"3 (Out of 3 Floors)
",,East Delhi,Delhi
,Residential,Sale,"90 Sq-yrd 2 BHK Flat for Sale in , Jheel Khurenja, New Delhi","Jheel Khurenja, Geeta Colony","Jheel Khurenja, New Delhi - East, Delhi NCR
",28.6567384,77.2742782,110031,90,"4,691",38,Owner,puneet,Less than 5 years,"2 (Out of 2 Floors)
",,East Delhi,Delhi
,Residential,Sale,"450 Sq-ft 1 BHK Flat for Sale in , East Of Kailash, New Delhi",East Of Kailash,"East Of Kailash, New Delhi - South, Delhi NCR
",28.5583464,77.2530829,110065,450,"5,556",25,Owner,ravi nanda,Less than 5 years,"2 (Out of 4 Floors)
",,South East Delhi,Delhi
,Residential,Sale,3 BHKFlat,DDA SFS PRITAMPURA,"Sd 484 tower apartment., New Delhi, Delhi NCR
",28.6964612,77.1470758999999,110034,2000,"13,750",275,Owner,anil verma,Above 20 years,"1 (Out of 4 Floors)
",,North West Delhi,Delhi
,Residential,Sale,"2 BHK Flat for sale in Ram Nagar, New Delhi","Ahinsha Vatika,Ram Nagar, Shahdara","b906 Ahinsa vatika Shahdara delhi110032, Ram Nagar, New Delhi - North, Delhi NCR
",28.6805822999999,77.2930303999999,110032,1150,"6,522",75,Owner,jain,Less than 5 years,"9 (Out of 16 Floors)
",North - East,Shahdara,Delhi
,Residential,Sale,"1125 Sq-ft 3 BHK Flat for Sale in , Laxmi Nagar, New Delhi",Laxmi Nagar,"F-190, Ground floor, near Amar Jeevan Public School, Laxmi Nagar, New Delhi - East, Delhi NCR
",28.6372706,77.2826214,110092,1125,"5,600",63,Owner,aneesh Kumar,5 to 10 years,"Ground (Out of 4 Floors)
",,East Delhi,Delhi
,Residential,Sale,"757 Sq-ft 2 BHK Flat for Sale in , Dilshad Colony, New Delhi","Dilshad Colony, Dilshad Garden","104 ground floor, Dilshad Colony, New Delhi - North, Delhi NCR
",28.6828082,77.3121354,110095,757,"6,341",48,Owner,gaurav sharma,10 to 15 years,"Ground (Out of 1 Floors)
",,North East Delhi,Delhi
,Residential,Sale,"1500 Sq-ft 2 BHK Flat for Sale in , Janakpuri, New Delhi",Janakpuri,"45b., Janakpuri, New Delhi - West, Delhi NCR
",28.624289,77.0811468,110058,1500,"9,000",135,Owner,Ganesh Ganesh,Above 20 years,"1 (Out of 2 Floors)
",,West Delhi,Delhi
,Residential,Sale,"1200 Sq-ft 3 BHK Flat for Sale in , Ashok Vihar North, New Delhi",Ashok Vihar North,"Pocket D, Ashok Vihar North, New Delhi - North, Delhi NCR
",28.6913971,77.177272,110052,1200,"10,333",124,Owner,Akash,15 to 20 years,"1 (Out of 4 Floors)
",,North West Delhi,Delhi
,Residential,Sale,3 BHKFlat,"Inderpuri, New Delhi","Inderpuri, New Delhi, New Delhi, Delhi NCR
",28.6319998,77.1450993999999,110012,1200,"7,917",95,Owner,Bhumika bhatt,5 to 10 years,"3 (Out of 3 Floors)
",,New Delhi,Delhi
,Residential,Sale,"563 Sq-ft 2 BHK Flat for Sale in , Raja Puri, New Delhi","Raja Puri, Matiala","Gali no. 10, Raja Puri, New Delhi - West, Delhi NCR
",28.6052628,77.0568064,110059,563,"4,973",28,Owner,kush goel Goel,New Construction,"1 (Out of 4 Floors)
",,South West Delhi,Delhi
,Residential,Sale,"2 BHK Flat for sale in Rohini Sector 9, New Delhi","Jamna Apartment,Rohini Sector 9","74- jamna apartment rohini sector-9 110085, Sector 9 Rohini, New Delhi - Rohini, Delhi NCR
",28.7113144,77.121826,110085,900,"19,444",175,Owner,karan,New Construction,"1 (Out of 2 Floors)
",North - West,North West Delhi,Delhi
,Residential,Sale,"3 BHK Flat for sale in Mayur Vihar 3, New Delhi","DDA Pocket A1,Mayur Vihar 3","Mayur Vihar 3, New Delhi - East, Delhi NCR
",28.6095544,77.3302980999999,110096,900,"5,333",48,Owner,Gopal singh negi,,"3 (Out of 3 Floors)
",,East Delhi,Delhi
,Residential,Sale,"580 Sq-ft 1 BHK Flat for Sale in , Dwarka, New Delhi",Dwarka,"Dwarka, New Delhi - Dwarka, Delhi NCR
",28.5822999,77.0499762,110075,580,"6,034",35,Owner,Milan,,"2 (Out of 4 Floors)
",,South West Delhi,Delhi
,Residential,Sale,"1 BHK Flat for sale in Rohini Sector 13, New Delhi","Jaina Apartment,Rohini Sector 13","Sector 13 Rohini, New Delhi - Rohini, Delhi NCR
",28.7225368,77.1277585999999,110085,180,"44,444",80,Owner,Abhishek,15 to 20 years,"1 (Out of 3 Floors)
",East,North West Delhi,Delhi
,Residential,Sale,"900 Sq-ft 2 BHK Flat for Sale in , Kalkaji Extention, New Delhi",Kalkaji Extention,"29 D Surya Apartments, Kalkaji Extn, Kalkaji Extention, New Delhi - South, Delhi NCR
",28.5279691,77.2639751999999,110019,900,"11,667",105,Owner,Manju Mathur,Above 20 years,"3 (Out of 3 Floors)
",,South East Delhi,Delhi
,Residential,Sale,"2 BHK Flat for sale in Indraprastha Extension, New Delhi","Akash Bharati Apartments,Indraprastha Extension, Patparganj","Indraprastha Extension, New Delhi, Indraprastha Extension, New Delhi - East, Delhi NCR
",28.6295233,77.3123396,110092,950,"13,157",125,Owner,Rattnam Mehrotra,,"2 (Out of 4 Floors)
",,East Delhi,Delhi
,Residential,Sale,"3 BHK Flat for sale in Paschim Vihar, New Delhi","DDA Lig Flats,Paschim Vihar","A5B 174 Paschim Vihar Delhi, Paschim Vihar, New Delhi - West, Delhi NCR
",28.6758694,77.1035691,110063,1600,"8,750",140,Owner,A K Goila,Above 20 years,"2 (Out of 4 Floors)
",South,West Delhi,Delhi
,Residential,Sale,"500 Sq-ft 2 BHK Flat for Sale in , Kiran Garden, New Delhi","Kiran Garden, Uttam Nagar","A-7, kiran garden near nawada metro station, Kiran Garden, New Delhi - West, Delhi NCR
",28.620237,77.0455219999999,110059,500,"5,200",26,Owner,Amit Khemani,New Construction,"1 (Out of 4 Floors)
",,South West Delhi,Delhi
,Residential,Sale,"1050 Sq-ft 2 BHK Flat for Sale in , Hari Nagar, New Delhi",Hari Nagar,"Hari Nagar, New Delhi - West, Delhi NCR
",28.6248596,77.1108680999999,110064,1050,"8,095",85,Owner,RUBESH KHANNA,10 to 15 years,"2 (Out of 3 Floors)
",,New Delhi,Delhi
,Residential,Sale,"125 Sq-m 3 BHK Flat for Sale in , Janakpuri Block C1, New Delhi",Janakpuri Block C1,"C-1a, 17a janak puri new delhi., Janakpuri Block C1, New Delhi - West, Delhi NCR
",28.6171878,77.0819885,110058,125,"11,520",155,Owner,Ram Abhilakh,5 to 10 years,"Ground (Out of 4 Floors)
",,West Delhi,Delhi
,Residential,Sale,"550 Sq-ft 2 BHK Flat for Sale in , Krishan Kunj, New Delhi","Krishan Kunj, Laxmi Nagar","Krishan Kunj, New Delhi - East, Delhi NCR
",28.6409686,77.2742782,110092,550,"5,455",30,Owner,Neeraj Chopra,5 to 10 years,"2 (Out of 4 Floors)
",,East Delhi,Delhi
,Residential,Sale,"3 BHK Flat for sale in Mayur Vihar 3, New Delhi","DDA SFS Flats Pocket A,Mayur Vihar 3","Ground Floor, Mayur Vihar 3, New Delhi - East, Delhi NCR
",28.6095544,77.3302980999999,110096,1385,"10,830",150,Owner,Sunil Raj Malik sunil,15 to 20 years,"Ground (Out of 4 Floors)
",East,East Delhi,Delhi
,Residential,Sale,"900 Sq-ft 2 BHK Flat for Sale in , Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"Lajpat Nagar 1, New Delhi - South, Delhi NCR
",28.5743381,77.2398866,110024,900,"10,556",95,Owner,Sunita,10 to 15 years,"3 (Out of 3 Floors)
",,South East Delhi,Delhi
,Residential,Sale,"1400 Sq-ft 2 BHK Flat for Sale in , Sheikh Sarai Phase 1, New Delhi",Sheikh Sarai Phase 1,"Green View Apartments Sheikh Sarai New Delhi, Sheikh Sarai Phase 1, New Delhi - South, Delhi NCR
",28.5355737,77.2200422,110017,1400,"11,785",165,Owner,Rajiv Verma,15 to 20 years,"1 (Out of 3 Floors)
",,South Delhi,Delhi
,Residential,Sale,"3 BHK Flat for sale in Dwarka Sector 19, New Delhi","DDA Sanskriti Apartments,Dwarka Sector 19","Sector 19 Dwarka, New Delhi - Dwarka, Delhi NCR
",28.5860795,77.0486422,110075,1500,"9,333",140,Owner,Vikas Mittal,5 to 10 years,"10 (Out of 10 Floors)
",East,South West Delhi,Delhi
,Residential,Sale,"55 Sq-ft 2 BHK Flat for Sale in , Batla House, New Delhi","Batla House, Okhla","Batla House, New Delhi - South, Delhi NCR
",28.5691957,77.2886424,110025,,"25,455",14,Owner,Kalam fatima,Less than 5 years,"4 (Out of 5 Floors)
",,South East Delhi,Delhi
,Residential,Sale,"624 Sq-ft 2 BHK Flat for Sale in , Sant Nagar Near East of Kailash, New Delhi","Sant Nagar Near East of Kailash, East of Kailash","312 sant nagar 2nd floor, Sant Nagar - East of Kailash, New Delhi - South, Delhi NCR
",28.5535796,77.2504601,110065,624,"6,731",42,Owner,Himanshu,,"2 (Out of 3 Floors)
",,South East Delhi,Delhi
